"Column Name","Label"
"CP02_2022_110E","2018-2022 Estimates!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Latin America"
"CP02_2022to2017_110SS","Statistical Significance!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Latin America"
"CP02_2022_111E","2018-2022 Estimates!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Northern America"
"CP02_2022to2017_111SS","Statistical Significance!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Northern America"
"CP02_2022_112E","2018-2022 Estimates!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over"
"CP02_2022to2017_112SS","Statistical Significance!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over"
"CP02_2022_113E","2018-2022 Estimates!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!English only"
"CP02_2022to2017_113SS","Statistical Significance!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!English only"
"CP02_2022_114E","2018-2022 Estimates!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Language other than English"
"CP02_2022to2017_114SS","Statistical Significance!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Language other than English"
"CP02_2022_115E","2018-2022 Estimates!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Language other than English!!Speak English less than "very well""
"CP02_2022to2017_115SS","Statistical Significance!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Language other than English!!Speak English less than "very well""
"CP02_2022_116E","2018-2022 Estimates!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Spanish"
"CP02_2022to2017_116SS","Statistical Significance!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Spanish"
"CP02_2022_117E","2018-2022 Estimates!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Spanish!!Speak English less than "very well""
"CP02_2022to2017_117SS","Statistical Significance!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Spanish!!Speak English less than "very well""
"CP02_2022_118E","2018-2022 Estimates!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other Indo-European languages"
"CP02_2022to2017_118SS","Statistical Significance!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other Indo-European languages"
"CP02_2022_119E","2018-2022 Estimates!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other Indo-European languages!!Speak English less than "very well""
"CP02_2022to2017_119SS","Statistical Significance!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other Indo-European languages!!Speak English less than "very well""
"CP02_2022_120E","2018-2022 Estimates!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages"
"CP02_2022to2017_120SS","Statistical Significance!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages"
"CP02_2022_121E","2018-2022 Estimates!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages!!Speak English less than "very well""
"CP02_2022to2017_121SS","Statistical Significance!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages!!Speak English less than "very well""
"CP02_2022_122E","2018-2022 Estimates!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other languages"
"CP02_2022to2017_122SS","Statistical Significance!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other languages"
"CP02_2022_123E","2018-2022 Estimates!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other languages!!Speak English less than "very well""
"CP02_2022to2017_123SS","Statistical Significance!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other languages!!Speak English less than "very well""
"CP02_2022_124E","2018-2022 Estimates!!ANCESTRY!!Total population"
"CP02_2022to2017_124SS","Statistical Significance!!ANCESTRY!!Total population"
"CP02_2022_125E","2018-2022 Estimates!!ANCESTRY!!Total population!!American"
"CP02_2022to2017_125SS","Statistical Significance!!ANCESTRY!!Total population!!American"
"CP02_2022_126E","2018-2022 Estimates!!ANCESTRY!!Total population!!Arab"
"CP02_2022to2017_126SS","Statistical Significance!!ANCESTRY!!Total population!!Arab"
"CP02_2022_127E","2018-2022 Estimates!!ANCESTRY!!Total population!!Czech"
"CP02_2022to2017_127SS","Statistical Significance!!ANCESTRY!!Total population!!Czech"
"CP02_2022_128E","2018-2022 Estimates!!ANCESTRY!!Total population!!Danish"
"CP02_2022to2017_128SS","Statistical Significance!!ANCESTRY!!Total population!!Danish"
"CP02_2022_129E","2018-2022 Estimates!!ANCESTRY!!Total population!!Dutch"
"CP02_2022to2017_129SS","Statistical Significance!!ANCESTRY!!Total population!!Dutch"
"CP02_2022_130E","2018-2022 Estimates!!ANCESTRY!!Total population!!English"
"CP02_2022to2017_130SS","Statistical Significance!!ANCESTRY!!Total population!!English"
"CP02_2022_131E","2018-2022 Estimates!!ANCESTRY!!Total population!!French (except Basque)"
"CP02_2022to2017_131SS","Statistical Significance!!ANCESTRY!!Total population!!French (except Basque)"
"CP02_2022_132E","2018-2022 Estimates!!ANCESTRY!!Total population!!French Canadian"
"CP02_2022to2017_132SS","Statistical Significance!!ANCESTRY!!Total population!!French Canadian"
"CP02_2022_133E","2018-2022 Estimates!!ANCESTRY!!Total population!!German"
"CP02_2022to2017_133SS","Statistical Significance!!ANCESTRY!!Total population!!German"
"CP02_2022_134E","2018-2022 Estimates!!ANCESTRY!!Total population!!Greek"
"CP02_2022to2017_134SS","Statistical Significance!!ANCESTRY!!Total population!!Greek"
"CP02_2022_135E","2018-2022 Estimates!!ANCESTRY!!Total population!!Hungarian"
"CP02_2022to2017_135SS","Statistical Significance!!ANCESTRY!!Total population!!Hungarian"
"CP02_2022_136E","2018-2022 Estimates!!ANCESTRY!!Total population!!Irish"
"CP02_2022to2017_136SS","Statistical Significance!!ANCESTRY!!Total population!!Irish"
"CP02_2022_137E","2018-2022 Estimates!!ANCESTRY!!Total population!!Italian"
"CP02_2022to2017_137SS","Statistical Significance!!ANCESTRY!!Total population!!Italian"
"CP02_2022_138E","2018-2022 Estimates!!ANCESTRY!!Total population!!Lithuanian"
"CP02_2022to2017_138SS","Statistical Significance!!ANCESTRY!!Total population!!Lithuanian"
"CP02_2022_139E","2018-2022 Estimates!!ANCESTRY!!Total population!!Norwegian"
"CP02_2022to2017_139SS","Statistical Significance!!ANCESTRY!!Total population!!Norwegian"
"CP02_2022_140E","2018-2022 Estimates!!ANCESTRY!!Total population!!Polish"
"CP02_2022to2017_140SS","Statistical Significance!!ANCESTRY!!Total population!!Polish"
"CP02_2022_141E","2018-2022 Estimates!!ANCESTRY!!Total population!!Portuguese"
"CP02_2022to2017_141SS","Statistical Significance!!ANCESTRY!!Total population!!Portuguese"
"CP02_2022_142E","2018-2022 Estimates!!ANCESTRY!!Total population!!Russian"
"CP02_2022to2017_142SS","Statistical Significance!!ANCESTRY!!Total population!!Russian"
"CP02_2022_143E","2018-2022 Estimates!!ANCESTRY!!Total population!!Scotch-Irish"
"CP02_2022to2017_143SS","Statistical Significance!!ANCESTRY!!Total population!!Scotch-Irish"
"CP02_2022_144E","2018-2022 Estimates!!ANCESTRY!!Total population!!Scottish"
"CP02_2022to2017_144SS","Statistical Significance!!ANCESTRY!!Total population!!Scottish"
"CP02_2022_145E","2018-2022 Estimates!!ANCESTRY!!Total population!!Slovak"
"CP02_2022to2017_145SS","Statistical Significance!!ANCESTRY!!Total population!!Slovak"
"CP02_2022_146E","2018-2022 Estimates!!ANCESTRY!!Total population!!Subsaharan African"
"CP02_2022to2017_146SS","Statistical Significance!!ANCESTRY!!Total population!!Subsaharan African"
"CP02_2022_147E","2018-2022 Estimates!!ANCESTRY!!Total population!!Swedish"
"CP02_2022to2017_147SS","Statistical Significance!!ANCESTRY!!Total population!!Swedish"
"CP02_2022_148E","2018-2022 Estimates!!ANCESTRY!!Total population!!Swiss"
"CP02_2022to2017_148SS","Statistical Significance!!ANCESTRY!!Total population!!Swiss"
"CP02_2022_149E","2018-2022 Estimates!!ANCESTRY!!Total population!!Ukrainian"
"CP02_2022to2017_149SS","Statistical Significance!!ANCESTRY!!Total population!!Ukrainian"
"CP02_2022_150E","2018-2022 Estimates!!ANCESTRY!!Total population!!Welsh"
"CP02_2022to2017_150SS","Statistical Significance!!ANCESTRY!!Total population!!Welsh"
"CP02_2022_151E","2018-2022 Estimates!!ANCESTRY!!Total population!!West Indian (excluding Hispanic origin groups)"
"CP02_2022to2017_151SS","Statistical Significance!!ANCESTRY!!Total population!!West Indian (excluding Hispanic origin groups)"
"CP02_2022_152E","2018-2022 Estimates!!COMPUTERS AND INTERNET USE!!Total households"
"CP02_2022to2017_152SS","Statistical Significance!!COMPUTERS AND INTERNET USE!!Total households"
"CP02_2022_153E","2018-2022 Estimates!!COMPUTERS AND INTERNET USE!!Total households!!With a computer"
"CP02_2022to2017_153SS","Statistical Significance!!COMPUTERS AND INTERNET USE!!Total households!!With a computer"
"CP02_2022_154E","2018-2022 Estimates!!COMPUTERS AND INTERNET USE!!Total households!!With a broadband Internet subscription"
"CP02_2022to2017_154SS","Statistical Significance!!COMPUTERS AND INTERNET USE!!Total households!!With a broadband Internet subscription"
"CP02_2017_001E","2013-2017 Estimates!!HOUSEHOLDS BY TYPE!!Total households"
"CP02_2017_002E","2013-2017 Estimates!!HOUSEHOLDS BY TYPE!!Total households!!Married-couple household"
"CP02_2017_003E","2013-2017 Estimates!!HOUSEHOLDS BY TYPE!!Total households!!Married-couple household!!With children of the householder under 18 years"
"CP02_2017_004E","2013-2017 Estimates!!HOUSEHOLDS BY TYPE!!Total households!!Cohabiting couple household"
"CP02_2017_005E","2013-2017 Estimates!!HOUSEHOLDS BY TYPE!!Total households!!Cohabiting couple household!!With children of the householder under 18 years"
"CP02_2017_006E","2013-2017 Estimates!!HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present"
"CP02_2017_007E","2013-2017 Estimates!!HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present!!With children of the householder under 18 years"
"CP02_2017_008E","2013-2017 Estimates!!HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present!!Householder living alone"
"CP02_2017_009E","2013-2017 Estimates!!HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present!!Householder living alone!!65 years and over"
"CP02_2017_010E","2013-2017 Estimates!!HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present"
"CP02_2017_011E","2013-2017 Estimates!!HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present!!With children of the householder under 18 years"
"CP02_2017_012E","2013-2017 Estimates!!HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present!!Householder living alone"
"CP02_2017_013E","2013-2017 Estimates!!HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present!!Householder living alone!!65 years and over"
"CP02_2017_014E","2013-2017 Estimates!!HOUSEHOLDS BY TYPE!!Total households!!Households with one or more people under 18 years"
"CP02_2017_015E","2013-2017 Estimates!!HOUSEHOLDS BY TYPE!!Total households!!Households with one or more people 65 years and over"
"CP02_2017_016E","2013-2017 Estimates!!HOUSEHOLDS BY TYPE!!Total households!!Average household size"
"CP02_2017_017E","2013-2017 Estimates!!HOUSEHOLDS BY TYPE!!Total households!!Average family size"
"CP02_2017_018E","2013-2017 Estimates!!RELATIONSHIP!!Population in households"
"CP02_2017_019E","2013-2017 Estimates!!RELATIONSHIP!!Population in households!!Householder"
"CP02_2017_020E","2013-2017 Estimates!!RELATIONSHIP!!Population in households!!Spouse"
"CP02_2017_021E","2013-2017 Estimates!!RELATIONSHIP!!Population in households!!Unmarried partner"
"CP02_2017_022E","2013-2017 Estimates!!RELATIONSHIP!!Population in households!!Child"
"CP02_2017_023E","2013-2017 Estimates!!RELATIONSHIP!!Population in households!!Other relatives"
"CP02_2017_024E","2013-2017 Estimates!!RELATIONSHIP!!Population in households!!Other nonrelatives"
"CP02_2017_025E","2013-2017 Estimates!!MARITAL STATUS!!Males 15 years and over"
"CP02_2017_026E","2013-2017 Estimates!!MARITAL STATUS!!Males 15 years and over!!Never married"
"CP02_2017_027E","2013-2017 Estimates!!MARITAL STATUS!!Males 15 years and over!!Now married, except separated"
"CP02_2017_028E","2013-2017 Estimates!!MARITAL STATUS!!Males 15 years and over!!Separated"
"CP02_2017_029E","2013-2017 Estimates!!MARITAL STATUS!!Males 15 years and over!!Widowed"
"CP02_2017_030E","2013-2017 Estimates!!MARITAL STATUS!!Males 15 years and over!!Divorced"
"CP02_2017_031E","2013-2017 Estimates!!MARITAL STATUS!!Females 15 years and over"
"CP02_2017_032E","2013-2017 Estimates!!MARITAL STATUS!!Females 15 years and over!!Never married"
"CP02_2017_033E","2013-2017 Estimates!!MARITAL STATUS!!Females 15 years and over!!Now married, except separated"
"CP02_2017_034E","2013-2017 Estimates!!MARITAL STATUS!!Females 15 years and over!!Separated"
"CP02_2017_035E","2013-2017 Estimates!!MARITAL STATUS!!Females 15 years and over!!Widowed"
"CP02_2017_036E","2013-2017 Estimates!!MARITAL STATUS!!Females 15 years and over!!Divorced"
"CP02_2017_037E","2013-2017 Estimates!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months"
"CP02_2017_038E","2013-2017 Estimates!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)"
"CP02_2017_039E","2013-2017 Estimates!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)!!Per 1,000 unmarried women"
"CP02_2017_040E","2013-2017 Estimates!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 50 years old"
"CP02_2017_041E","2013-2017 Estimates!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 19 years old"
"CP02_2017_042E","2013-2017 Estimates!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 20 to 34 years old"
"CP02_2017_043E","2013-2017 Estimates!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 35 to 50 years old"
"CP02_2017_044E","2013-2017 Estimates!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years"
"CP02_2017_045E","2013-2017 Estimates!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Grandparents responsible for grandchildren"
"CP02_2017_046E","2013-2017 Estimates!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!Less than 1 year"
"CP02_2017_047E","2013-2017 Estimates!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!1 or 2 years"
"CP02_2017_048E","2013-2017 Estimates!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!3 or 4 years"
"CP02_2017_049E","2013-2017 Estimates!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!5 or more years"
"CP02_2017_050E","2013-2017 Estimates!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years"
"CP02_2017_051E","2013-2017 Estimates!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are female"
"CP02_2017_052E","2013-2017 Estimates!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are married"
"CP02_2017_053E","2013-2017 Estimates!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school"
"CP02_2017_054E","2013-2017 Estimates!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school, preschool"
"CP02_2017_055E","2013-2017 Estimates!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Kindergarten"
"CP02_2017_056E","2013-2017 Estimates!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades 1-8)"
"CP02_2017_057E","2013-2017 Estimates!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12)"
"CP02_2017_058E","2013-2017 Estimates!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school"
"CP02_2017_059E","2013-2017 Estimates!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"CP02_2017_060E","2013-2017 Estimates!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than 9th grade"
"CP02_2017_061E","2013-2017 Estimates!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!9th to 12th grade, no diploma"
"CP02_2017_062E","2013-2017 Estimates!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)"
"CP02_2017_063E","2013-2017 Estimates!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, no degree"
"CP02_2017_064E","2013-2017 Estimates!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Associate's degree"
"CP02_2017_065E","2013-2017 Estimates!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree"
"CP02_2017_066E","2013-2017 Estimates!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree"
"CP02_2017_067E","2013-2017 Estimates!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher"
"CP02_2017_068E","2013-2017 Estimates!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher"
"CP02_2017_069E","2013-2017 Estimates!!VETERAN STATUS!!Civilian population 18 years and over"
"CP02_2017_070E","2013-2017 Estimates!!VETERAN STATUS!!Civilian population 18 years and over!!Civilian veterans"
"CP02_2017_071E","2013-2017 Estimates!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population"
"CP02_2017_072E","2013-2017 Estimates!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population!!With a disability"
"CP02_2017_073E","2013-2017 Estimates!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years"
"CP02_2017_074E","2013-2017 Estimates!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years!!With a disability"
"CP02_2017_075E","2013-2017 Estimates!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years"
"CP02_2017_076E","2013-2017 Estimates!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years!!With a disability"
"CP02_2017_077E","2013-2017 Estimates!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over"
"CP02_2017_078E","2013-2017 Estimates!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over!!With a disability"
"CP02_2017_079E","2013-2017 Estimates!!RESIDENCE 1 YEAR AGO!!Population 1 year and over"
"CP02_2017_080E","2013-2017 Estimates!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Same house"
"CP02_2017_081E","2013-2017 Estimates!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house (in the U.S. or abroad)"
"CP02_2017_082E","2013-2017 Estimates!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house (in the U.S. or abroad)!!Different house in the U.S."
"CP02_2017_083E","2013-2017 Estimates!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house (in the U.S. or abroad)!!Different house in the U.S.!!Same county"
"CP02_2017_084E","2013-2017 Estimates!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house (in the U.S. or abroad)!!Different house in the U.S.!!Different county"
"CP02_2017_085E","2013-2017 Estimates!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house (in the U.S. or abroad)!!Different house in the U.S.!!Different county!!Same state"
"CP02_2017_086E","2013-2017 Estimates!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house (in the U.S. or abroad)!!Different house in the U.S.!!Different county!!Different state"
"CP02_2017_087E","2013-2017 Estimates!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house (in the U.S. or abroad)!!Abroad"
"CP02_2017_088E","2013-2017 Estimates!!PLACE OF BIRTH!!Total population"
"CP02_2017_089E","2013-2017 Estimates!!PLACE OF BIRTH!!Total population!!Native"
"CP02_2017_090E","2013-2017 Estimates!!PLACE OF BIRTH!!Total population!!Native!!Born in United States"
"CP02_2017_091E","2013-2017 Estimates!!PLACE OF BIRTH!!Total population!!Native!!Born in United States!!State of residence"
"CP02_2017_092E","2013-2017 Estimates!!PLACE OF BIRTH!!Total population!!Native!!Born in United States!!Different state"
"CP02_2017_093E","2013-2017 Estimates!!PLACE OF BIRTH!!Total population!!Native!!Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)"
"CP02_2017_094E","2013-2017 Estimates!!PLACE OF BIRTH!!Total population!!Foreign born"
"CP02_2017_095E","2013-2017 Estimates!!U.S. CITIZENSHIP STATUS!!Foreign-born population"
"CP02_2017_096E","2013-2017 Estimates!!U.S. CITIZENSHIP STATUS!!Foreign-born population!!Naturalized U.S. citizen"
"CP02_2017_097E","2013-2017 Estimates!!U.S. CITIZENSHIP STATUS!!Foreign-born population!!Not a U.S. citizen"
"CP02_2017_098E","2013-2017 Estimates!!YEAR OF ENTRY!!Population born outside the United States"
"CP02_2017_099E","2013-2017 Estimates!!YEAR OF ENTRY!!Population born outside the United States!!Native"
"CP02_2017_100E","2013-2017 Estimates!!YEAR OF ENTRY!!Population born outside the United States!!Native!!Entered 2010 or later"
"CP02_2017_101E","2013-2017 Estimates!!YEAR OF ENTRY!!Population born outside the United States!!Native!!Entered before 2010"
"CP02_2017_102E","2013-2017 Estimates!!YEAR OF ENTRY!!Population born outside the United States!!Foreign born"
"CP02_2017_103E","2013-2017 Estimates!!YEAR OF ENTRY!!Population born outside the United States!!Foreign born!!Entered 2010 or later"
"CP02_2017_104E","2013-2017 Estimates!!YEAR OF ENTRY!!Population born outside the United States!!Foreign born!!Entered before 2010"
"CP02_2017_105E","2013-2017 Estimates!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea"
"CP02_2017_106E","2013-2017 Estimates!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Europe"
"CP02_2017_107E","2013-2017 Estimates!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Asia"
"CP02_2017_108E","2013-2017 Estimates!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Africa"
"CP02_2017_109E","2013-2017 Estimates!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Oceania"
"CP02_2017_110E","2013-2017 Estimates!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Latin America"
"CP02_2017_111E","2013-2017 Estimates!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Northern America"
"CP02_2017_112E","2013-2017 Estimates!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over"
"CP02_2017_113E","2013-2017 Estimates!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!English only"
"CP02_2017_114E","2013-2017 Estimates!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Language other than English"
"CP02_2017_115E","2013-2017 Estimates!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Language other than English!!Speak English less than "very well""
"CP02_2017_116E","2013-2017 Estimates!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Spanish"
"CP02_2017_117E","2013-2017 Estimates!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Spanish!!Speak English less than "very well""
"CP02_2017_118E","2013-2017 Estimates!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other Indo-European languages"
"CP02_2017_119E","2013-2017 Estimates!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other Indo-European languages!!Speak English less than "very well""
"CP02_2017_120E","2013-2017 Estimates!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages"
"CP02_2017_121E","2013-2017 Estimates!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages!!Speak English less than "very well""
"CP02_2017_122E","2013-2017 Estimates!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other languages"
"CP02_2017_123E","2013-2017 Estimates!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other languages!!Speak English less than "very well""
"CP02_2017_124E","2013-2017 Estimates!!ANCESTRY!!Total population"
"CP02_2017_125E","2013-2017 Estimates!!ANCESTRY!!Total population!!American"
"CP02_2017_126E","2013-2017 Estimates!!ANCESTRY!!Total population!!Arab"
"CP02_2017_127E","2013-2017 Estimates!!ANCESTRY!!Total population!!Czech"
"CP02_2017_128E","2013-2017 Estimates!!ANCESTRY!!Total population!!Danish"
"CP02_2017_129E","2013-2017 Estimates!!ANCESTRY!!Total population!!Dutch"
"CP02_2017_130E","2013-2017 Estimates!!ANCESTRY!!Total population!!English"
"CP02_2017_131E","2013-2017 Estimates!!ANCESTRY!!Total population!!French (except Basque)"
"CP02_2017_132E","2013-2017 Estimates!!ANCESTRY!!Total population!!French Canadian"
"CP02_2017_133E","2013-2017 Estimates!!ANCESTRY!!Total population!!German"
"CP02_2017_134E","2013-2017 Estimates!!ANCESTRY!!Total population!!Greek"
"CP02_2017_135E","2013-2017 Estimates!!ANCESTRY!!Total population!!Hungarian"
"CP02_2017_136E","2013-2017 Estimates!!ANCESTRY!!Total population!!Irish"
"CP02_2017_137E","2013-2017 Estimates!!ANCESTRY!!Total population!!Italian"
"CP02_2017_138E","2013-2017 Estimates!!ANCESTRY!!Total population!!Lithuanian"
"CP02_2017_139E","2013-2017 Estimates!!ANCESTRY!!Total population!!Norwegian"
"CP02_2017_140E","2013-2017 Estimates!!ANCESTRY!!Total population!!Polish"
"CP02_2017_141E","2013-2017 Estimates!!ANCESTRY!!Total population!!Portuguese"
"CP02_2017_142E","2013-2017 Estimates!!ANCESTRY!!Total population!!Russian"
"CP02_2017_143E","2013-2017 Estimates!!ANCESTRY!!Total population!!Scotch-Irish"
"CP02_2017_144E","2013-2017 Estimates!!ANCESTRY!!Total population!!Scottish"
"CP02_2017_145E","2013-2017 Estimates!!ANCESTRY!!Total population!!Slovak"
"CP02_2017_146E","2013-2017 Estimates!!ANCESTRY!!Total population!!Subsaharan African"
"CP02_2017_147E","2013-2017 Estimates!!ANCESTRY!!Total population!!Swedish"
"CP02_2017_148E","2013-2017 Estimates!!ANCESTRY!!Total population!!Swiss"
"CP02_2017_149E","2013-2017 Estimates!!ANCESTRY!!Total population!!Ukrainian"
"CP02_2017_150E","2013-2017 Estimates!!ANCESTRY!!Total population!!Welsh"
"CP02_2017_151E","2013-2017 Estimates!!ANCESTRY!!Total population!!West Indian (excluding Hispanic origin groups)"
"CP02_2017_152E","2013-2017 Estimates!!COMPUTERS AND INTERNET USE!!Total households"
"CP02_2017_153E","2013-2017 Estimates!!COMPUTERS AND INTERNET USE!!Total households!!With a computer"
"CP02_2017_154E","2013-2017 Estimates!!COMPUTERS AND INTERNET USE!!Total households!!With a broadband Internet subscription"
